Distance_To_Transit_Hub_Meters,Renovation_Subsidy_Grant_USD,Quarterly_Net_Profit_Loss_USD,Building_Occupancy_Rate_Pct,Microclimate_Heat_Island_Index,Property_Valuation_USD
603.7770872811478,9076.767386275693,-16359.260539203928,96.07168302159897,1.883471753266825,1259701.7799220379
469.90764929754147,21560.46522820509,-19400.803903499167,99.1470721225211,6.738313596528851,626503.2674525082
280.6756948029791,2020.158353097196,-13590.981824366854,93.37708165886038,7.631795508410946,1487276.8553084028
171.65173331885597,0.0,-4207.344912753793,94.49744324345544,3.347045012634295,3895500.947758819
462.34355150683126,0.0,-11751.49102903718,94.76645967297947,3.2483941014515967,563786.7114707662
399.10517795385454,0.0,-7388.929914728182,99.48879893058282,6.376641614317622,563796.8932978967
579.0227594981295,12580.480220600826,43327.45413237788,95.03887331401512,8.323459764699324,4143842.67244894
306.48816917761104,0.0,-15187.53274909023,90.2250494762031,3.622779202195529,1696670.2334193771
712.971022179369,0.0,-7836.95557791823,78.29251414869931,-8.438901376929163,435207.48591681407
306.54816751698445,15523.802058339626,-16551.805966517662,84.87207380843797,0.017496366191801727,1324858.2730486467
171.0758130797946,3917.0963702777685,-18762.86480796979,77.31722564777273,0.4786182431689241,438116.6762014751
193.55244285567764,12066.62124874423,-17108.171690316805,87.34840570879614,2.640921018247603,437003.8443037197
373.71697353349003,6982.365520921226,-16317.044147994893,58.77766670153252,3.3533621617423117,951845.9645345409
181.2595101538776,16255.881431617247,-6536.9222817457085,97.07013016041167,-0.5210137506099812,100000.0
710.08829533101,2283.6994143156858,85654.521533702,79.88961954754046,6.1026073876801235,109380.77084020767
354.9360716824855,12690.189888563444,-17986.719061904583,86.87616006056746,-10.950013441464446,392968.1002992431
276.77068892583367,0.0,-15817.661176691558,59.120177525887264,5.917575181260814,239398.73011232214
291.7832818764693,4899.318091577119,-12378.092316267459,95.59556555861836,-1.02617985071344,1030620.9739319028
227.13646787259387,3702.1293550425835,-5923.376501802253,91.75267175934846,5.681749796316885,268652.36971023143
72.60917235778305,0.0,-8064.0183256802375,87.1910564576847,1.348712737955072,154270.97738456776
193.65040399872578,26205.60240155274,17433.19409604322,90.74943802344832,-1.6522246433731684,3657219.238902247
658.8928842348353,5046.942470860331,-23495.452998011486,96.33162983954783,7.1429959449180735,569005.8927972725
311.6953826509778,0.0,-23441.057295679744,42.52117888483483,5.3872816525772755,785661.2706531162
502.27747133711887,52561.676046782726,-16449.802635848595,84.88996016553534,5.200737570924837,152173.56070568901
510.86477765985546,12703.585507177706,10866.900903579743,95.65223169884338,3.0346529436396263,400784.43894930516
263.2571917887427,2314.7800557034293,-21735.320836293355,68.58318890085332,0.7611612068941191,824073.3720528039
403.0823248051739,7039.216196322473,-24108.29898244953,70.37747963722514,-8.634973890519277,205645.08320930644
79.12603876998587,0.0,-2661.621982074317,96.13533355725833,4.1340511482290045,1102695.0868577324
627.7356830996457,0.0,-8364.545644038586,75.86808802668787,-8.014839605208856,376735.05258978996
597.8956129605522,0.0,-19991.897229273825,89.96349467586705,0.20428373555278867,529208.0248520037
367.38982979940045,0.0,-19497.18884710998,72.10593897651721,6.003460055111586,376292.7562819776
318.8156824756704,27976.652298721998,-19418.40055981343,93.03642757264453,2.621811374109657,5595683.209291372
265.51232115356396,0.0,-10242.867772805092,79.40989086711924,6.701662805627736,718666.7604134026
537.0268165297086,0.0,-17396.862641388496,91.00698514513682,3.3448833409954286,227867.13073880825
431.5175269480575,16756.133001597125,-4159.415821382161,72.24116014645205,3.6038274911583645,1802705.9567135961
211.09094460406953,0.0,-23976.650854537223,95.37023939487722,1.2706324248039316,190436.10015693924
118.13499428057848,0.0,-18821.484437322913,69.74651840708036,-1.045803543671795,917813.9264011905
101.80911277203774,0.0,-20150.885280638755,88.77511098493345,2.2983054104735503,100000.0
533.6667076055674,0.0,-14392.745959739734,83.70523817870932,5.7170217336198625,169226.84064239907
261.7999230842533,0.0,-16768.224402537402,97.82693688790195,-6.029087011032075,905776.0413197107
363.6927124716719,9.804064711055537,2393.455182901129,90.16261017035318,-9.26250527615612,1643458.1996022656
283.80688445548583,0.0,-22493.614622625875,83.3049429543635,2.712515713437287,880728.8737960322
102.84448798548615,23596.21462296875,-11081.943168613652,99.43215615768027,0.43508509467233125,642284.6659944472
80.58297117650552,14805.886678838804,-2918.337744004035,74.46979313119407,2.9363082106466267,523758.4767702858
201.47416830892354,20810.36973479696,46038.88576336716,91.0071141368749,1.2322819868924668,143433.3592140516
213.1501197747656,2473.9787660494476,-16340.514176916744,76.34122364741305,0.978352814362097,330437.0234394205
213.05939217721513,9196.297407376433,-7109.721496786806,76.38538510767293,6.340431300125056,439457.9664004685
217.22542282561707,6489.9098772651405,-22365.302939816516,62.25476465959608,3.2737471015922113,2333394.0719322953
836.38623696573,1477.0401539131135,-23448.093558917713,99.86248176618567,-3.5718060867053385,1064462.056796901
497.7458121718383,9986.788620619516,3575.2700218960927,86.88218213343156,-2.958291384772247,104888.77994186085
314.5004971809602,38025.25919558891,-11706.961771282446,74.28033927386936,3.343887433835965,1041833.1527298527
257.55665722996775,613.2536814149846,13586.641515164876,92.45065353996928,0.8851314119973246,477543.00207138027
263.4805062459185,5168.250801057885,-21118.6535332611,87.01316266606256,3.056878809714143,346412.5897879651
422.0678887341601,3489.2164362461963,-3669.10168710773,98.62157009200763,-1.2705542937106795,1429512.3323217493
256.00162813205,4080.018010454159,46821.27759647202,62.09192135447537,7.159535282591049,2267298.232710201
467.7651260118834,35860.519235769876,-5508.474749983041,83.97334528124384,-0.5362292606164765,2031750.167441335
336.1298372709643,0.0,-7864.230266118986,81.72831099628863,-6.58905754259515,289775.1986982498
840.8337632691315,9418.804434918608,-11536.999841639039,94.95342464139279,4.668152936943425,519107.5606159242
246.11475366182253,21442.766203557978,-21750.66158954788,56.215528047491226,-5.420650433007443,1050093.509194272
518.9760636213412,0.0,20252.61068406701,91.09329856683301,0.6373154945367752,2133127.220992746
126.17666517362667,10019.952406357186,-17290.34958183922,98.86150037924939,2.3090898331975263,430588.578253005
174.65113048493018,0.0,-3963.066064266266,71.936406143791,3.3730472862930796,594677.8597163454
775.7983111833348,13628.9569506136,-21727.632120260194,98.53499622115345,-5.7030164255622395,215999.5338567495
455.9540688774975,0.0,-20378.445950140755,99.67736447299819,3.044149155309438,195667.62609491372
367.75063065638614,22009.240852091603,23609.713651996804,83.66183091258873,-7.8869844674139635,1782947.4161620224
967.5028168390438,7609.1216079651895,-15226.51935595909,98.85700454100672,-6.820068312558934,3242528.6516839727
259.954710712288,0.0,24411.96737729849,95.61569765889844,3.902405531154997,673867.5560860912
518.2420170224188,2807.7508854175207,-12548.549428818997,93.75802052871379,2.7515982666094327,2199820.199923589
541.0831737779914,464.0602334810582,-22453.966328365757,95.09801680735144,7.720480945647745,1085769.6274488035
678.4045174080102,0.0,4817.80089902665,66.50262862694014,2.168965647066515,358745.41659565363
115.53084590038925,6242.088124984625,-17143.4966972071,75.31079306594586,1.622541477154508,1085482.5211578708
258.8346616476105,0.0,54.78063871055565,95.26586922067435,-4.327438538466366,3960339.1484544436
332.50170082759996,14322.7114641107,-11333.678770808541,75.89807016956675,-7.294501795291129,701230.0996208334
671.8889712845914,36220.47824687898,-21668.44781881049,77.60669829777153,-1.8333064258805205,4077962.4470081385
358.61954171817655,10695.779888396066,-9511.311089014875,80.94597393528193,-3.716579407501202,100000.0
541.7773691044222,10435.52594843929,71432.71863464503,95.71619414851367,2.754839188388736,1801432.5272384759
107.85607198295932,0.0,-4179.615440762325,97.820140171784,6.192094211481088,802712.4025672154
220.90201374998904,533.0328984707247,-12314.257268186973,91.14641743389802,0.646707584333523,524967.6467766648
596.5624269319463,12016.330760047034,10165.088370427336,50.23846280863712,-4.2014420710582385,806885.3390445884
240.61192185226759,0.0,-8851.190372111576,91.23052209474417,8.835992760887336,100000.0
272.7615281410285,27412.080118572198,-8867.666850703845,87.76466976531049,1.4026906708243008,572839.5410328122
665.5841036913616,2627.4411600683925,-19998.278935658862,90.95631149323046,7.494862355303229,1080380.474930846
147.25606247249678,379.33115866980586,-8510.761694143821,85.56791927722898,4.922811844466106,3706814.5326157096
172.68006434332003,8941.362472865665,8924.714694398426,92.30178392443142,1.2141540221320728,412463.4026196954
99.32499444092201,0.0,-18704.791527352583,64.33585412009829,-7.4418738282323496,299735.9012689148
681.2538400030747,0.0,23148.546946216768,70.0965295131935,1.8710416925683742,420024.0506435177
492.26768978059744,19342.867081651282,-12698.646471553124,88.42037547543978,-1.42667875539615,1996572.1228424562
